comment,author,time
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=34m48s"">34:48</a> 寧：「倒難為了祺貴人 一個個把你們給Solo起來！」",@dio9706,2021-12-26T15:37:59Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m19s"">27:19</a> <a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m23s"">27:23</a><br>嬛嬛楚楚可憐的表情<br>我融化了...",@dio9706,2021-12-26T15:25:31Z
你就留在這裡免得再出事 <br>這句真兇,@user-sn9pg1dz5u,2021-12-25T09:34:19Z
都是王力宏害我回來看 怎麼會有如此淫亂之事 的梗圖。,@francis52016,2021-12-24T14:32:21Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m35s"">6:35</a> 超細節<br>寧貴人暗示阿綠，阿綠趁皇上走過背對自己了立馬偷溜出去和浣碧求救!! 好棒的細節",@Serena-cg5hs,2021-12-24T13:28:21Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=39m30s"">39:30</a> 眉莊：嬛兒和實初沒有姦情，我才有阿",@d9780750,2021-12-21T16:48:41Z
最近的娛樂新聞讓我回來看第73遍這一集<br><br>完全就是照著甄嬛傳在發展啊！,@dianeliang555,2021-12-20T04:12:42Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m36s"">6:36</a> 寧貴人聽到皇上要傳靜白的時候，就偷偷讓阿綠去永壽宮報信(( 導演好細心",@audilucas7815,2021-12-19T08:25:09Z
媽的我要是甄嬛 一併連貞嬪康常在處理掉,@Kevin-lf3yy,2021-12-18T19:44:26Z
現在看起來，謹汐會請皇上免於浣碧免於責罰，除了試想有人照料甄嬛，是不是也覺得浣碧禁不起打容易招供？,@user-ud5ko2rr2t,2021-12-18T02:01:55Z
皇上你修但擠列！就是為了公允起見才不能讓皇后備水啊😂😂😂,@user-fl4qt7hp3b,2021-12-12T10:47:26Z
不過很少看著蘇妃直接出來頂著各位主子的話，可見這次他有多度爛瓜6～,@user-tb5sp4pl3m,2021-12-11T20:21:26Z
害我2020又回來了！～,@user-tb5sp4pl3m,2021-12-11T20:17:29Z
瓜6在這集問哪一點比不上甄嬛的時候，我突然想到在甄嬛用計讓瓜6遷居交蘆館那集，皇上說過如果甄嬛再醜一點、笨一點、不那麼溫柔懂事，或許就看得上瓜6了。<br>我笑死，看來在皇上心中，瓜6還真的哪點都比不上😂😂,@user-jh9iq1xl4x,2021-12-10T10:39:34Z
窗外天色漸漸變暗   也太用心了,@mimiluo8680,2021-12-07T20:05:27Z
寧貴人笑緋雯 我也笑了,@FKlove29,2021-12-06T03:04:39Z
蘇培盛：溫太醫與僅汐怎麼可能是奴才的孩子<br>我快笑死🤣🤣🤣,@user-pc1gp9lx4g,2021-12-05T16:11:40Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=2m43s"">2:43</a> 敬妃rap😂😂😂",@jess9151,2021-12-04T19:15:35Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=30m21s"">30:21</a> 這裡端妃扶敬妃起來 好細節",@user-mz2jj4rv1u,2021-12-04T07:52:28Z
皇后除了提純元沒有其他招了嗎,@taijunkung,2021-12-03T13:39:50Z
如果是驗皇上本人的血⋯⋯,@taijunkung,2021-12-03T13:34:36Z
皇上，老臣之見你愛的是甄遠道吧。,@kyo064,2021-12-02T15:26:25Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=13m07s"">13:07</a><br>敬妃說話怎麼嘴巴沒有動😂",@chanfannisa9031,2021-12-02T13:36:43Z
寧貴人真的很喜歡綠色 連宮女都叫阿綠,@user-lh4wm2zh7v,2021-11-30T11:24:54Z
玉嬈:姐姐怎麼會有姦情呢，皇上真是糊塗<br>哼哼妳可不知道妳姐姐有多能幹呢😏😏,@ccatcat123tw,2021-11-29T16:09:37Z
不對啊 皇帝難道是忘了 是他派溫太醫去給甄嬛安胎的嗎 怎麼還一直保持懷疑態度⋯⋯,@xianying8062,2021-11-29T14:16:08Z
端妃已經看出來小孩不是皇上的<br>但他還是選擇幫甄嬛,@user-og4vw7dm3v,2021-11-29T00:25:18Z
仍是經典,@user-xz9oq3gn8r,2021-11-28T20:16:44Z
這場戲真的很多細節，每個演員不止動作，連表情眼神都是戲！甄嬛敢這樣直接斷定水有問題，表示她有底氣、有自信，這點讓皇帝臉色有微妙的變化，所以願意繼續聽下文，也才會讓瑾汐和蘇培盛也滴血，否則他也大可阻止直接定罪。而且聽到蘇培盛說「溫太醫和瑾汐不是他生的」這句話，笑得超開心！,@momo1128,2021-11-27T20:48:57Z
葉瀾依是跟蘇培盛有仇嗎？哈哈,@haure5672,2021-11-27T05:33:11Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=39m03s"">39:03</a> 所以 靈犀 是果郡王的 六阿哥是皇上ㄉ（？",@laurenhsu218,2021-11-27T04:20:28Z
皇后最懂得害人的 醫術了,@barbie-obaoto,2021-11-26T16:38:46Z
"聽到祺貴人要把槿汐嚴刑拷打,蘇公公也是冒冷汗了!",@user-is4dx9ii2p,2021-11-26T13:55:46Z
新,@user-cm8co5eu3g,2021-11-26T02:28:09Z
為甚麼皇上的臉很模糊的感覺啊,@minayeh1233,2021-11-20T09:27:20Z
十年了！！！,@ariyoariyo6891,2021-11-19T15:05:19Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=36m37s"">36:37</a> 沒有人&quot;主使&quot;我!是沒有人&quot;指使&quot;妳啊編劇跟棋貴人......主使跟指使搞不清楚<br><br>還有人說出生跟出身是同一個意思!!現在人小學基國文課程不學發音跟文法的嗎!中文變成這樣，怎麼辦啊!!",@user-rn9rb6dy2h,2021-11-17T03:56:39Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m47s"">26:47</a> 看了好幾次才看到寶娟在知道要失敗之後 ，緊張的手亂搓了",@sgb1451,2021-11-16T16:35:00Z
"古代的太醫用嘴嚐一下,用鼻子聞一下...裡面加了什麼都知道了...而且還不是一個有這種本事,是每個太醫都有這種本事...果真是瞎爆了",@user-pm7sy8oz5f,2021-11-16T05:30:48Z
笨！<br>黃帝自行和六阿哥驗即可！,@lchen3205,2021-11-14T10:32:19Z
皇上：我也來驗一下好了<br><br>全劇終,@ZUKALEE,2021-11-10T13:41:29Z
蘇公公: 溫太醫與槿汐怎麼可能是奴才的孩子<br>我快笑爆,@pocac3229,2021-11-10T12:47:04Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=24m26s"">24:26</a> 皇上森77還咬下嘴唇，根本小公舉",@yajohsu3282,2021-11-09T10:33:34Z
用到白礬設計甄嬛，皇后賭真大，棋貴人是一個沒腦，沒什麼技能再身上的存在，而陵容這時在皇上心裡還是跟甄嬛是好姐妹的存在，而且皇上早就懷疑皇后，只是礙於太后又沒證據，這陷害操作必需要懂藥理，現場只有皇后懂，而且她一直要弄掉甄嬛皇上也知道，自己挖洞給自己跳，棋貴人更白痴，玩一個全家滅門,@user-lo9sv5jp4h,2021-11-07T20:38:46Z
端妃畢竟幫了皇上大忙，只要他開口，皇上一定會聽，其實皇上早就知道皇后的人品，只是礙於面子吧⋯,@nate6475,2021-11-05T10:10:00Z
這集精彩到我2021/11/4還在看重播XDDDD,@VV-dd9xj,2021-11-03T19:35:30Z
慎貝勒：倒是祺貴人珠圓玉潤<br>祺貴人：你是在說我胖嗎？💢,@QQbunny,2021-11-02T08:14:04Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=35m06s"">35:06</a> 玢兒的頭髮是發生啥事，眉上瀏海最極致😂😂😂",@Pan-mo1ih,2021-10-31T22:48:01Z
跩妃真的很跩XD,@lizhou4433,2021-10-31T05:16:24Z
靜白和祺貴人要陷害甄嬛的原因我明白。<br>但我不明白為何斐文為何要捨命害甄嬛。<br>斐文在宮裡當差，應該明白受一點委屈是很正常。她若在華妃或祺貴人宮裡，受的苦就更多。斐文只因為被罰掌嘴就在皇帝面前陷害熹貴妃，萬一失敗，她必定無命。,@astorkylo,2021-10-30T09:18:24Z
一直到現在都還有人留言，甄嬛傳真的是看八百次都不會膩的經典好戲啊！,@tingtingc3356,2021-10-30T09:09:49Z
這皇上跟如懿傳的皇上一樣疑心病重,@user-qz5br1mi4s,2021-10-29T06:41:45Z
溫太醫問的在現代醫生也會問 有什麼好奇怪的,@user-qz5br1mi4s,2021-10-28T18:23:45Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=30m23s"">30:23</a> 都出大事了 江福海你還敢站著啊",@200HAHACOOL,2021-10-22T07:26:02Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m31s"">25:31</a> 嬛嬛說水有問題，皇上沒有怒不可遏而是失望又難過失神的嘆氣，可見是有真心愛嬛嬛的，不然以愛面子的程度早就馬上怒吼賜死了。",@elise0424,2021-10-20T16:37:41Z
祺貴人對待奴婢真的是很差捏，一直打罵的,@fafaYun,2021-10-16T06:14:07Z
之前這集真的有吧靜白的舌頭亮出來真是嚇死我了,@user-zx1mi4fi9v,2021-10-15T14:00:53Z
寧貴人的氣勢⋯⋯她才是皇上吧！<br>帥！,@grey_mao_mao,2021-10-15T08:29:40Z
溫：黃上這不可能啊，不是我搞的啊，冤枉啊，哈哈哈是果子狸幹的。,@user-fn5cr8hh3u,2021-10-14T11:37:55Z
笨飛蚊跟靜白賤人，做證做到自己沒命，哈哈哈，果然厲害哦！害人害己馬上就報。,@user-fn5cr8hh3u,2021-10-14T11:23:49Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=23m12s"">23:12</a> 哼~!",@user-oz2uz3dv4x,2021-10-13T13:17:29Z
此身就此分明了……分明就是果郡王的！,@a75567556,2021-10-03T05:11:01Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m15s"">25:15</a> 敬妃被摔開的時候...我一直在想他的鞋底是不是有特別換成不是花盆底鞋，以免真的摔傷......可是又看不清楚......",@student13257,2021-09-29T15:19:18Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m21s"">31:21</a>寧貴人Runway出場指著靜白罵也太帥了<br>還對蘇妃使眼色蘇妃趕緊讓開",@j537234,2021-09-26T17:15:41Z
「只怕要滴血驗親」，這段超好看,@seanhsieh,2021-09-26T14:53:10Z
雖然已經看了無數次 但還是覺得精彩,@yyyyyyy138,2021-09-26T01:24:33Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=28m49s"">28:49</a> 皇后那個臉超好笑<br>：幹這次真的不是我啊你在供三小",@Helena-fi2jm,2021-09-23T04:08:11Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m22s"">37:22</a>寧貴人那個眼神超鄙視皇后😂",@ning1474,2021-09-23T01:43:00Z
僅係每次說胡言亂語都很好笑,@user-ni4ld3bi2i,2021-09-09T17:43:05Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=28m03s"">28:03</a>蔡少芬這時候懷孕肚子已經好大了，還是那麼敬業跪地演出，看著真是辛苦😢",@ShaShano1,2021-09-09T06:57:58Z
蘇公公<br>第一次驗血：快快滅證滅證<br>第二次驗血：油來了他來了,@shuntzeng1190,2021-09-07T02:46:58Z
有小可愛現在還在看嗎,@user-sv4yr6hx1s,2021-09-05T16:42:03Z
後來想到，皇后的奴婢說她｛忘記｝陶過白礬，卻不是說她｛不知道｝白礬的效果，可見白礬上是皇后命人準備的。,@user-qf3il8wc5n,2021-09-04T10:35:35Z
看了好幾次才赫然發現，淳貴人跟玉嬈是同一個聲音（好後知後覺啊🤣）,@rosiechiu8638,2021-09-02T01:53:14Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m45s"">26:45</a>這邊寶鵑手上轉著絲巾感覺很生氣有人有看到嗎😂",@user-cf4qj2rb3o,2021-09-01T20:27:16Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m17s"">26:17</a>  皇上大笑害我一直重播",@_liao,2021-08-31T05:14:05Z
滴血認親那段意外發現皇后臉上有顆痘痘,@zhuchen6858,2021-08-29T12:48:46Z
每次看到這～都很怕蘇培盛刺了自己的手～那就尷尬了😂😂變成蘇培盛跟溫太醫才是親生的,@bo1001118,2021-08-28T09:49:32Z
在嬛嬛說只要與溫太醫滴血驗親即可前，低頭眼睛轉了一圈🤣把這急中生智的橋段演的真到位,@x198307031,2021-08-28T05:52:57Z
這些人都共用針頭不好ㄅ,@albertli9111,2021-08-26T01:06:04Z
浣碧姑姑?,@starmiraclewen,2021-08-25T12:58:05Z
為什麼這集已經看三百遍了還是看不膩！,@olik.7949,2021-08-24T12:48:28Z
2021.08月 還在看第150遍,@dollychan9266,2021-08-22T16:01:16Z
溫不是太后叫去照顧ㄉ嗎？,@user-oi6qp5hf6k,2021-08-22T13:51:45Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m38s"">26:38</a> <a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m10s"">27:10</a> 端姐姐有自己的戲，前是立刻看向皇后，下一幕是知道皇后做手腳的搖頭，細節超棒",@desktop9520,2021-08-22T08:26:41Z
好可愛 寧貴人的宮女叫阿綠 是多喜歡綠色XD,@user-km6kp3wu2y,2021-08-21T08:19:29Z
只有我覺得 莫言跟皇上長很像嗎😂,@user-mp2xr3zo8l,2021-08-19T09:49:34Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=4m35s"">4:35</a> 開始 好好笑",@wei6508,2021-08-19T09:21:09Z
"甄嬛也很不誠實，明明與果郡王...,還裝得很無辜！！！只因她明知和溫實初『無事』！！！",@user-tg2fp2sy5i,2021-08-18T23:50:01Z
看留言真的太好笑了😄,@user-qw6je8bj3z,2021-08-18T16:57:52Z
每次看這集都覺得皇上這背心是Fendi,@user-hc9ht2hf5y,2021-08-18T16:55:24Z
貞嬪、康常在兩集就沒有了9個月的俸祿了,@Kukumia,2021-08-13T19:26:50Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m22s"">31:22</a> 蘇公公：我當時害怕極了",@godsariory8013,2021-08-13T10:52:18Z
最精彩的就是這段戲,@user-cu3fs5zu2e,2021-08-13T00:52:02Z
為什麼宜修什麼事都要扯上純元皇后,@user-jo2jd3fv9d,2021-08-10T14:25:54Z
溫太醫一説完白礬和清油<br>端妃馬上看皇后<br>果然是後宮首妃<br>一點就通👍,@Thestretch7097,2021-08-09T15:12:24Z
木婉清耶！,@user-ch2ct3vr5q,2021-08-06T06:38:40Z
奶爸實初,@user-wc9cv8ob3i,2021-08-04T11:40:31Z
皇上的手好嫩,@albertchen9028,2021-08-04T00:14:16Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=28m15s"">28:15</a> 端妃：你已經是皇后了，還有什麼不滿足呢。<br>端妃也是知道當初宜修是殺了純元才能上位的吧，冷不防的這一句。",@jch5771,2021-08-03T12:56:15Z
"甄嬛:皇上~您誤會我了!我是跟果郡王有私情不是溫實初啊!<br>跑過來的的沈眉莊:皇上~您誤會他了,跟實初有私情的是我啊!<br>皇上:來人!把他們拖下去處死!!!<br>                ~  終 ~",@user-pr7nf3fy7l,2021-08-02T11:46:54Z
超愛端妃,@user-wk2ic1zr1i,2021-07-31T15:55:02Z
陵容真的很貝戈戈欸 忍個頭啦忍,@user-wk2ic1zr1i,2021-07-31T15:47:10Z
每一次看皇上聽片面之詞就信了誰<br>就覺得蠢,@hsiaofangwang2682,2021-07-29T14:27:38Z
溫太醫好喜歡把東西放入嘴巴,@a3654935,2021-07-28T13:24:33Z
這集真是精彩無比，看多方勢力齊聚一起鬥智，<br>也盡顯所有人的心思，最後一切定奪後真是大快人心，然而...<br>預告又突然給你一個超大的驚嚇... OMG...,@skykid0428,2021-07-27T16:28:20Z
奇怪，甘露寺有這麼近嗎？  幾個小時可以來回xd,@richardrobinson8560,2021-07-25T04:52:06Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=29m15s"">29:15</a>附近，6阿哥在睡覺🤣<br>哭聲是腹語嗎？😂",@yukitsai8209,2021-07-24T16:21:56Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m21s"">31:21</a> 靜白差點被寧貴人戳到,驚慌的閃過攻擊XD",@uni8027,2021-07-24T11:56:53Z
話說，17跟皇上都是先帝生的，都有血緣關係，那麼六阿哥的血就算是跟皇上驗，是不是也可以驗過啊？,@uni8027,2021-07-24T11:39:00Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m57s"">37:57</a> 煞姐寧貴人的姿勢超狂🤣",@pc.l6827,2021-07-23T07:43:04Z
25：30大（皇）橘（上）歎氣<br>要想生活過得去，頭上總得帶點綠,@kzsc1027,2021-07-19T07:57:11Z
寧貴人是我最喜歡的嬪妃誒～～他超讚！,@irenairena6159,2021-07-17T12:28:29Z
欣貴人一開始不是坐琪嬪旁邊嗎？<br>怎麼最後跑到對面了呢,@melody811010,2021-07-12T05:41:17Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=12m38s"">12:38</a>  罷了，朕相信憙貴妃。<br>結果用玉佛珠在打xx，其實還是沒相信……",@user-lc9rt1ft2m,2021-07-11T04:35:32Z
話說，瓜爾佳氏到底是變多胖，每個人都要嘴她這點 🤣,@emily70722,2021-07-10T16:44:56Z
這個演非蚊的丫鬟長的尖嘴猴腮，難怪演出這角色這麼傳神。,@maychen8912,2021-07-10T12:25:55Z
滴血驗親不是不存在的嗎?血和水都是液體，最終都會融合在一起，是不可避免的不是嗎?,@user-ig3im7bg8z,2021-07-07T06:34:05Z
玉嬈：姐姐怎麼會有姦情呢？皇上真是糊塗！<br><br>觀眾：你姐姐怎麼會沒有姦情呢！你真是糊塗！,@ianlin_0314,2021-07-06T10:58:52Z
蘇:溫太醫與槿汐怎麼可能是奴才的孩子 皇上直接大笑xDDD,@0972732059liao,2021-07-05T05:32:52Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a> 寧總裁的表情真的好帥，完全鄙視烏拉那拉氏哈哈哈哈",@user-dd5vp7be9q,2021-07-01T20:16:08Z
水被加了白樊 跟前面在染指甲 不知道有沒有什麼關係(看了真嬛 變細節控 疑神疑鬼),@user-iw6ir2ys2c,2021-07-01T11:35:01Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=12m43s"">12:43</a><br>皇上手中的珠串甩來甩去好像貓尾巴😂😂<br>嘴上說相信 還是往心裡去了",@anniechen8659,2021-06-29T17:24:12Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=24m29s"">24:29</a> 果郡王坐在旁邊很像.....果妃😂😂😂",@Potato_is_very_beautiful,2021-06-28T02:56:43Z
2021年6月來簽到,@yuching5466,2021-06-27T09:23:38Z
突然發現玉嬈是全劇唯一看到皇上沒行禮的人耶,@user-wm2cj3no8d,2021-06-20T13:58:53Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m30s"">25:30</a> 胖橘看起來好可憐😭😂",@merlinlovegood,2021-06-19T10:26:19Z
如果滴血驗親是真的可行的話，在水中同時加入白礬和清油會如何,@user-wl8wh8iw7w,2021-06-18T14:39:24Z
莫言：凌雲峰那種地方，偏僻難行，常有狸貓出沒傷人。<br>皇上：什麼狸貓？<br>莫言：果子狸。,@rivayeh0223,2021-06-16T17:17:17Z
看到第10次 才發現慎貝勒一直坐在那邊誒,@jjjen6798,2021-06-16T14:40:51Z
在哪都要搬姐姐～<br>你真的神煩😅,@user-kc2fz5hf6x,2021-06-15T11:44:20Z
不能出門就在這看一堆賤人耍心機,@charmlove6162,2021-06-14T03:00:23Z
甄環傳看了三四遍，這一段至少看了50遍 😆,@wyliu11,2021-06-12T06:43:24Z
蘇公公：我當時害怕極了,@user-pj2yo6oe3x,2021-06-11T03:27:06Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m24s"">31:24</a> 蘇培盛不知道是無言還是害羞惹",@EL-ws5jb,2021-06-10T10:23:49Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=13m01s"">13:01</a> 安嬪說要徹查時表意是在幫甄嬛說話實際上卻是在幫事件煽風點火，這段敬妃邊酸安嬪邊看著端妃，意思就是要讓端妃知道安嬪也是敵人。",@Denniswang400147,2021-06-09T07:46:45Z
"其實<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m11s"">19:11</a>秒 端妃早就看到甄嬛慌張的眼神, 以端妃的智商, 一定知道即便孩子不是溫太醫的, 那也不會是皇上的<br>這個時候就展現了端妃喜愛孩子的一面, 即便父母有罪 孩子也是無辜的, 所以這次的端妃不僅是幫甄嬛, 更是幫無辜的孩子",@user-fv7rb3un8z,2021-06-08T22:33:38Z
防疫期間三級 <br>看甄嬛的請舉手🙋‍♂️,@likeamanda2830,2021-06-06T15:40:26Z
「臣妾準備的水，絕沒有問題」<br><br>——年月日不明，烏拉娜拉氏宜修,@yklysm,2021-06-06T15:37:30Z
皇后大招：想起和姊姊.....<br>看到寧貴人那個白眼wwww,@zhenyeee3218,2021-06-04T07:59:47Z
摔碗全劇終😂,@IreneLiao-ks8xh,2021-06-03T08:34:42Z
珠圓玉潤。笑死XD<br>每次聽到皇后在那邊姐姐姊姊就煩,@user-pd6bo3yq5w,2021-06-02T19:01:40Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=7m33s"">7:33</a> 人家根本沒有要攔妳😂😂😂",@qwerty90156,2021-05-31T15:59:55Z
溫大人不要這麼年輕英俊也不用驗了，如果是糟老頭或長相猥瑣根本不會有人信,@user-qp4is9lh4w,2021-05-31T04:44:46Z
这部真的是经典 看不腻 在瓜6说熹贵妃暗通款曲的时候 后面皇后说 请体念熹贵妃是六阿哥的额娘 从轻发落吧 真的都没人觉得很茶吗🤣🤣人家压根没做的事怎么就要发落了 看的真的很想一脚踹下去,@user-hr6lp8qp2o,2021-05-30T22:33:21Z
皇后還想打純元牌，結果從這一刻開始已經沒用了,@andyhsiehable,2021-05-30T04:31:25Z
玉嬈：姊姊怎麼會有姦情呢，皇上真是糊塗了<br>…<br>欸……還真有…XDDD,@WSHijinzou,2021-05-29T09:45:45Z
祺貴人：我的門第樣貌哪一點比不上你<br>甄嬛：你的樣貌的確比不上我，我長得比較像純元,@user-ws9pb6dm9q,2021-05-28T07:03:20Z
還好皇上沒有自己滴血驗，不然豈就發現兒子不是他的了,@user-fq2ip3or6c,2021-05-25T16:36:37Z
皇上真的是寵愛寧貴人，不然正常在審問期間，還跟證人聊天要供海燈⋯早就被罵爆！,@rivayeh0223,2021-05-24T13:17:14Z
"從學生時期看到了現在生孩子又回來看，以前看六阿哥被刺一滴血的時候，甄嬛那個表情，想說也太多餘,現在有自己的孩子，要被抽血，看他那麼小要被抽血，心裡一萬個捨不得，真的演的很好",@user-ie2qq7nf2i,2021-05-24T07:55:58Z
有人發現滴血驗親的時候貞嬪不見了嗎？,@user-dx3bc9iw8o,2021-05-24T07:22:26Z
如果滴血驗親，甄嬛說出祺貴人脖子上的紅麝香珠讓她不孕，是不是有可能就會策反皇后？,@Daisy-kj3cq,2021-05-23T14:34:52Z
"覺得甄嬛<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m50s"">37:50</a>的眼神超美",@user-tp7nm6nf8q,2021-05-23T09:41:05Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m35s"">18:35</a> 只怕要......滴血驗親<br><br>滴血驗親？<br>滴血驗親？！<br>吼～～～～～先嚇嚇他☺️",@luckyapple1017,2021-05-22T14:48:08Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=11m31s"">11:31</a> 好好笑 瓜6轉頭看甄嬛 甄嬛淡定淡定<br>瓜6一臉惶恐 ㄔㄨㄚˋ賽 她怎麼不怕",@Lin-Mimi83,2021-05-21T08:21:14Z
看這集一直有個疑問 玉嬈哪來的資格隨意不經通報踏入景仁宮啊😂,@lauren.lin.2023,2021-05-17T13:14:44Z
皇后都下跪了 江福海怎麼還站著,@danny5119,2021-05-16T23:43:20Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m49s"">19:49</a> 欣貴人無聊到在玩手帕",@kknowles8621,2021-05-15T15:54:15Z
一直覺得康常在跟貞嬪兩個人的位置坐相反 ，而且感覺康常在好像凌駕於貞嬪上面,@user-dh7kh8mu6o,2021-05-12T18:39:05Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m22s"">37:22</a> 寧貴人這個神不屑的表情我看了一百遍",@yoyohantwks,2021-05-11T12:46:32Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m55s"">6:55</a>~<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m58s"">6:58</a>阿綠進來時，在浣碧後的宮女是不是睡著啦？",@veganyu7032,2021-05-10T09:22:44Z
妃嬪吵架好好看,@sarahwang9187,2021-05-08T15:46:11Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m58s"">16:58</a> 安嬪後面的寶鵑 笑得你心裡發寒",@user-yw6oe8ls7u,2021-05-07T08:33:31Z
皇后一直消費姊姊<br>一直消費一直爽欸,@user-rx5ws5zd7f,2021-05-06T15:47:53Z
"奇怪，在60集<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=3m27s"">3:27</a>時，皇上也提過他聽到流言，嬛嬛肚中非皇裔。<br>怎麼這裡好像毫不知道的樣子？",@veganyu7032,2021-05-06T01:20:35Z
我覺得寧貴人超酷的，直接跟皇上說聽的頭很痛😂要回宮🤣,@nna678,2021-05-05T14:54:16Z
趕快拔下靜白的舌頭免得她供出皇后她們,@user-wd2mx1zr1u,2021-05-04T08:42:49Z
欣貴人什麼時後換座位的啊！,@user-ie2qq7nf2i,2021-05-01T16:42:04Z
皇后馬上就發落杖殺溫實初 這樣就沒辦法翻案了,@chuliu9573,2021-05-01T11:17:27Z
皇后端了一碗白礬，蘇培盛端了一碗清油...,@user-tj3mc1hc9g,2021-04-30T18:26:34Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m53s"">26:53</a> 瓜6傻眼XDDDDD一臉蛤?我搞錯了嗎??跟前面驕傲的小表情超反差XDD",@ting2405,2021-04-30T18:24:33Z
超越顛峰的一集,@mofi4959,2021-04-30T10:28:36Z
皇后:誰有孕我就害誰<br>華妃:誰得寵我就害誰<br>甄嬛:誰害我我就害誰<br>沈眉莊:誰害嬛兒我就害誰<br>安陵容:誰對我好我就害誰<br>果郡王:誰穿綠衣我就撩誰<br><br><br><br><br>皇上:誰綠我我就寵誰,@user-fr5dg1mr1d,2021-04-29T06:53:50Z
2021年還在看的請按👍,@user-fm1wl6uw5i,2021-04-28T16:04:18Z
孫儷真的好強<br>演甄嬛時完全就是甄嬛<br>演周瑩時完全就是周瑩,@user-nn6co7et6e,2021-04-28T14:31:18Z
